path,expected_label,gmm_label,kmeans_label
/content/Processed/35/00035_00032_00018.png,35,16,33
/content/Processed/35/00035_00018_00023.png,35,16,39
/content/Processed/35/00035_00003_00023.png,35,16,40
/content/Processed/35/00035_00014_00026.png,35,29,38
/content/Processed/35/00035_00024_00007.png,35,24,38
/content/Processed/35/00035_00037_00028.png,35,16,3
/content/Processed/35/00035_00010_00005.png,35,16,17
/content/Processed/35/00035_00037_00027.png,35,16,3
/content/Processed/35/00035_00039_00003.png,35,24,17
/content/Processed/35/00035_00039_00006.png,35,24,18
/content/Processed/35/00035_00027_00000.png,35,19,21
/content/Processed/35/00035_00015_00009.png,35,16,30
/content/Processed/35/00035_00018_00027.png,35,16,39
/content/Processed/35/00035_00016_00000.png,35,29,38
/content/Processed/35/00035_00029_00016.png,35,29,38
/content/Processed/35/00035_00035_00011.png,35,29,38
/content/Processed/35/00035_00017_00003.png,35,16,1
/content/Processed/35/00035_00026_00014.png,35,16,18
/content/Processed/35/00035_00033_00027.png,35,16,38
/content/Processed/35/00035_00022_00007.png,35,29,38
/content/Processed/35/00035_00027_00007.png,35,11,29
/content/Processed/35/00035_00039_00004.png,35,24,18
/content/Processed/35/00035_00023_00004.png,35,10,36
/content/Processed/35/00035_00033_00018.png,35,16,6
/content/Processed/35/00035_00002_00006.png,35,24,17
/content/Processed/35/00035_00014_00000.png,35,24,17
/content/Processed/35/00035_00013_00001.png,35,21,30
/content/Processed/35/00035_00027_00010.png,35,11,2
/content/Processed/35/00035_00018_00014.png,35,16,33
/content/Processed/35/00035_00039_00010.png,35,16,38
/content/Processed/35/00035_00028_00015.png,35,16,3
/content/Processed/35/00035_00022_00029.png,35,29,38
/content/Processed/35/00035_00027_00017.png,35,16,31
/content/Processed/35/00035_00005_00017.png,35,32,19
/content/Processed/35/00035_00038_00021.png,35,29,38
/content/Processed/35/00035_00024_00018.png,35,16,38
/content/Processed/35/00035_00018_00002.png,35,18,28
/content/Processed/35/00035_00016_00027.png,35,29,38
/content/Processed/35/00035_00039_00013.png,35,16,15
/content/Processed/35/00035_00000_00012.png,35,29,38
/content/Processed/35/00035_00014_00016.png,35,29,38
/content/Processed/35/00035_00033_00021.png,35,16,17
/content/Processed/35/00035_00012_00001.png,35,21,30
/content/Processed/35/00035_00038_00026.png,35,29,38
/content/Processed/35/00035_00035_00001.png,35,24,18
/content/Processed/35/00035_00003_00028.png,35,16,6
/content/Processed/35/00035_00000_00008.png,35,29,38
/content/Processed/35/00035_00014_00023.png,35,29,38
/content/Processed/35/00035_00028_00001.png,35,11,11
/content/Processed/35/00035_00022_00000.png,35,29,38
/content/Processed/35/00035_00002_00024.png,35,16,38
/content/Processed/35/00035_00018_00007.png,35,16,38
/content/Processed/35/00035_00029_00014.png,35,16,38
/content/Processed/35/00035_00029_00004.png,35,29,38
/content/Processed/35/00035_00029_00009.png,35,29,38
/content/Processed/35/00035_00038_00016.png,35,29,38
/content/Processed/35/00035_00012_00025.png,35,16,11
/content/Processed/35/00035_00033_00007.png,35,11,19
/content/Processed/35/00035_00022_00022.png,35,29,38
/content/Processed/35/00035_00006_00007.png,35,21,30
/content/Processed/35/00035_00015_00025.png,35,16,40
/content/Processed/35/00035_00036_00009.png,35,16,17
/content/Processed/35/00035_00016_00007.png,35,29,38
/content/Processed/35/00035_00009_00001.png,35,18,33
/content/Processed/35/00035_00032_00026.png,35,16,38
/content/Processed/35/00035_00015_00029.png,35,16,15
/content/Processed/35/00035_00004_00023.png,35,16,24
/content/Processed/35/00035_00008_00001.png,35,16,17
/content/Processed/35/00035_00019_00005.png,35,24,17
/content/Processed/35/00035_00036_00021.png,35,16,38
/content/Processed/35/00035_00026_00023.png,35,29,38
/content/Processed/35/00035_00037_00004.png,35,16,3
/content/Processed/35/00035_00012_00014.png,35,16,35
/content/Processed/35/00035_00006_00000.png,35,11,36
/content/Processed/35/00035_00038_00012.png,35,24,38
/content/Processed/35/00035_00038_00010.png,35,24,38
/content/Processed/35/00035_00000_00015.png,35,29,38
/content/Processed/35/00035_00001_00027.png,35,16,27
/content/Processed/35/00035_00034_00013.png,35,18,33
/content/Processed/35/00035_00030_00002.png,35,11,28
/content/Processed/35/00035_00010_00018.png,35,16,38
/content/Processed/35/00035_00012_00011.png,35,21,35
/content/Processed/35/00035_00032_00004.png,35,24,33
/content/Processed/35/00035_00013_00026.png,35,16,19
/content/Processed/35/00035_00016_00004.png,35,29,38
/content/Processed/35/00035_00020_00028.png,35,16,40
/content/Processed/35/00035_00012_00000.png,35,21,30
/content/Processed/35/00035_00022_00016.png,35,29,38
/content/Processed/35/00035_00016_00017.png,35,29,38
/content/Processed/35/00035_00035_00005.png,35,18,38
/content/Processed/35/00035_00015_00013.png,35,16,11
/content/Processed/35/00035_00017_00019.png,35,16,11
/content/Processed/35/00035_00023_00003.png,35,11,36
/content/Processed/35/00035_00006_00012.png,35,16,30
/content/Processed/35/00035_00032_00028.png,35,29,38
/content/Processed/35/00035_00029_00028.png,35,16,31
/content/Processed/35/00035_00021_00028.png,35,29,38
/content/Processed/35/00035_00027_00026.png,35,16,11
/content/Processed/35/00035_00021_00007.png,35,24,1
/content/Processed/35/00035_00007_00018.png,35,16,3
/content/Processed/35/00035_00029_00011.png,35,29,38
/content/Processed/35/00035_00012_00013.png,35,21,35
/content/Processed/35/00035_00004_00025.png,35,16,24
/content/Processed/35/00035_00026_00003.png,35,24,15
/content/Processed/35/00035_00013_00003.png,35,21,30
/content/Processed/35/00035_00030_00027.png,35,14,24
/content/Processed/35/00035_00023_00018.png,35,10,36
/content/Processed/35/00035_00034_00024.png,35,16,11
/content/Processed/35/00035_00024_00014.png,35,16,15
/content/Processed/35/00035_00027_00009.png,35,16,6
/content/Processed/35/00035_00029_00007.png,35,29,38
/content/Processed/35/00035_00032_00011.png,35,24,33
/content/Processed/35/00035_00034_00009.png,35,18,33
/content/Processed/35/00035_00015_00006.png,35,16,30
/content/Processed/35/00035_00033_00022.png,35,16,17
/content/Processed/35/00035_00031_00000.png,35,24,38
/content/Processed/35/00035_00037_00020.png,35,16,19
/content/Processed/35/00035_00019_00002.png,35,24,17
/content/Processed/35/00035_00012_00017.png,35,16,35
/content/Processed/35/00035_00031_00014.png,35,29,38
/content/Processed/35/00035_00028_00023.png,35,16,3
/content/Processed/35/00035_00022_00004.png,35,29,38
/content/Processed/35/00035_00014_00012.png,35,24,17
/content/Processed/35/00035_00018_00026.png,35,16,39
/content/Processed/35/00035_00024_00011.png,35,29,38
/content/Processed/35/00035_00014_00019.png,35,29,38
/content/Processed/35/00035_00033_00004.png,35,11,6
/content/Processed/35/00035_00005_00004.png,35,11,36
/content/Processed/35/00035_00038_00000.png,35,24,18
/content/Processed/35/00035_00023_00005.png,35,10,36
/content/Processed/35/00035_00009_00010.png,35,24,37
/content/Processed/35/00035_00018_00006.png,35,24,38
/content/Processed/35/00035_00002_00009.png,35,24,17
/content/Processed/35/00035_00030_00025.png,35,14,40
/content/Processed/35/00035_00009_00006.png,35,18,15
/content/Processed/35/00035_00018_00018.png,35,16,39
/content/Processed/35/00035_00016_00006.png,35,29,38
/content/Processed/35/00035_00004_00010.png,35,24,17
/content/Processed/35/00035_00037_00016.png,35,11,11
/content/Processed/35/00035_00000_00010.png,35,29,38
/content/Processed/35/00035_00019_00020.png,35,16,6
/content/Processed/35/00035_00015_00005.png,35,21,30
/content/Processed/35/00035_00011_00008.png,35,11,32
/content/Processed/35/00035_00011_00026.png,35,16,24
/content/Processed/35/00035_00014_00024.png,35,29,38
/content/Processed/35/00035_00018_00003.png,35,24,28
/content/Processed/35/00035_00039_00026.png,35,29,38
/content/Processed/35/00035_00030_00011.png,35,21,35
/content/Processed/35/00035_00020_00029.png,35,16,40
/content/Processed/35/00035_00035_00028.png,35,29,38
/content/Processed/35/00035_00024_00028.png,35,16,15
/content/Processed/35/00035_00012_00004.png,35,21,30
/content/Processed/35/00035_00025_00021.png,35,16,38
/content/Processed/35/00035_00014_00006.png,35,24,17
/content/Processed/35/00035_00022_00024.png,35,29,38
/content/Processed/35/00035_00021_00018.png,35,16,15
/content/Processed/35/00035_00030_00009.png,35,11,8
/content/Processed/35/00035_00002_00012.png,35,24,17
/content/Processed/35/00035_00001_00006.png,35,16,35
/content/Processed/35/00035_00015_00028.png,35,16,39
/content/Processed/35/00035_00038_00028.png,35,29,38
/content/Processed/35/00035_00031_00022.png,35,29,38
/content/Processed/35/00035_00002_00003.png,35,24,17
/content/Processed/35/00035_00020_00021.png,35,16,19
/content/Processed/35/00035_00005_00022.png,35,16,15
/content/Processed/35/00035_00010_00022.png,35,16,29
/content/Processed/35/00035_00007_00014.png,35,16,3
/content/Processed/35/00035_00039_00016.png,35,16,38
/content/Processed/35/00035_00023_00017.png,35,10,36
/content/Processed/35/00035_00015_00003.png,35,21,30
/content/Processed/35/00035_00007_00022.png,35,16,15
/content/Processed/35/00035_00002_00017.png,35,24,38
/content/Processed/35/00035_00011_00014.png,35,24,29
/content/Processed/35/00035_00006_00008.png,35,21,30
/content/Processed/35/00035_00031_00020.png,35,29,38
/content/Processed/35/00035_00010_00017.png,35,16,38
/content/Processed/35/00035_00020_00004.png,35,16,8
/content/Processed/35/00035_00023_00002.png,35,10,36
/content/Processed/35/00035_00023_00008.png,35,10,36
/content/Processed/35/00035_00007_00005.png,35,16,15
/content/Processed/35/00035_00014_00009.png,35,24,17
/content/Processed/35/00035_00030_00007.png,35,11,8
/content/Processed/35/00035_00000_00027.png,35,29,38
/content/Processed/35/00035_00022_00014.png,35,29,38
/content/Processed/35/00035_00030_00013.png,35,21,30
/content/Processed/35/00035_00013_00002.png,35,21,30
/content/Processed/35/00035_00009_00028.png,35,38,15
/content/Processed/35/00035_00010_00019.png,35,16,29
/content/Processed/35/00035_00037_00024.png,35,16,3
/content/Processed/35/00035_00010_00000.png,35,38,23
/content/Processed/35/00035_00010_00007.png,35,16,17
/content/Processed/35/00035_00028_00020.png,35,16,3
/content/Processed/35/00035_00027_00028.png,35,16,3
/content/Processed/35/00035_00021_00020.png,35,16,11
/content/Processed/35/00035_00006_00023.png,35,16,19
/content/Processed/35/00035_00003_00008.png,35,21,30
/content/Processed/35/00035_00037_00007.png,35,16,11
/content/Processed/35/00035_00031_00006.png,35,24,17
/content/Processed/35/00035_00001_00019.png,35,16,3
/content/Processed/35/00035_00035_00012.png,35,29,38
/content/Processed/35/00035_00035_00003.png,35,24,38
/content/Processed/35/00035_00013_00014.png,35,21,40
/content/Processed/35/00035_00008_00020.png,35,38,0
/content/Processed/35/00035_00032_00023.png,35,29,38
/content/Processed/35/00035_00033_00009.png,35,10,36
/content/Processed/35/00035_00003_00003.png,35,21,30
/content/Processed/35/00035_00020_00008.png,35,16,35
/content/Processed/35/00035_00002_00013.png,35,24,17
/content/Processed/35/00035_00009_00029.png,35,16,31
/content/Processed/35/00035_00025_00023.png,35,29,38
/content/Processed/35/00035_00012_00006.png,35,21,30
/content/Processed/35/00035_00035_00010.png,35,24,38
/content/Processed/35/00035_00029_00018.png,35,16,31
/content/Processed/35/00035_00006_00028.png,35,16,18
/content/Processed/35/00035_00016_00015.png,35,29,38
/content/Processed/35/00035_00032_00008.png,35,16,33
/content/Processed/35/00035_00000_00024.png,35,29,38
/content/Processed/35/00035_00019_00010.png,35,16,17
/content/Processed/35/00035_00019_00013.png,35,16,15
/content/Processed/35/00035_00025_00006.png,35,16,30
/content/Processed/35/00035_00023_00011.png,35,10,36
/content/Processed/35/00035_00024_00017.png,35,16,38
/content/Processed/35/00035_00010_00024.png,35,38,0
/content/Processed/35/00035_00028_00000.png,35,11,11
/content/Processed/35/00035_00033_00028.png,35,16,15
/content/Processed/35/00035_00016_00025.png,35,29,18
/content/Processed/35/00035_00001_00025.png,35,16,24
/content/Processed/35/00035_00020_00014.png,35,16,40
/content/Processed/35/00035_00007_00029.png,35,16,40
/content/Processed/35/00035_00039_00015.png,35,16,38
/content/Processed/35/00035_00024_00023.png,35,16,38
/content/Processed/35/00035_00038_00006.png,35,24,38
/content/Processed/35/00035_00021_00024.png,35,16,3
/content/Processed/35/00035_00034_00018.png,35,16,15
/content/Processed/35/00035_00015_00010.png,35,16,36
/content/Processed/35/00035_00002_00029.png,35,16,3
/content/Processed/35/00035_00001_00010.png,35,16,11
/content/Processed/35/00035_00016_00019.png,35,29,38
/content/Processed/35/00035_00036_00019.png,35,16,17
/content/Processed/35/00035_00019_00014.png,35,16,27
/content/Processed/35/00035_00019_00017.png,35,16,27
/content/Processed/35/00035_00004_00020.png,35,16,15
/content/Processed/35/00035_00021_00019.png,35,16,15
/content/Processed/35/00035_00024_00009.png,35,24,38
/content/Processed/35/00035_00037_00000.png,35,16,36
/content/Processed/35/00035_00036_00012.png,35,16,17
/content/Processed/35/00035_00032_00021.png,35,16,38
/content/Processed/35/00035_00017_00022.png,35,16,24
/content/Processed/35/00035_00029_00025.png,35,16,31
/content/Processed/35/00035_00032_00002.png,35,18,33
/content/Processed/35/00035_00010_00023.png,35,38,27
/content/Processed/35/00035_00039_00012.png,35,16,15
/content/Processed/35/00035_00033_00024.png,35,16,17
/content/Processed/35/00035_00017_00014.png,35,16,19
/content/Processed/35/00035_00024_00021.png,35,29,38
/content/Processed/35/00035_00028_00004.png,35,16,11
/content/Processed/35/00035_00015_00008.png,35,21,30
/content/Processed/35/00035_00019_00029.png,35,16,24
/content/Processed/35/00035_00013_00025.png,35,16,19
/content/Processed/35/00035_00015_00016.png,35,16,39
/content/Processed/35/00035_00004_00001.png,35,24,3
/content/Processed/35/00035_00031_00028.png,35,29,38
/content/Processed/35/00035_00013_00017.png,35,16,40
/content/Processed/35/00035_00001_00028.png,35,16,19
/content/Processed/35/00035_00036_00029.png,35,16,38
/content/Processed/35/00035_00011_00029.png,35,16,3
/content/Processed/35/00035_00036_00016.png,35,16,17
/content/Processed/35/00035_00036_00011.png,35,16,6
/content/Processed/35/00035_00036_00014.png,35,16,15
/content/Processed/35/00035_00013_00006.png,35,21,30
/content/Processed/35/00035_00027_00008.png,35,11,6
/content/Processed/35/00035_00035_00004.png,35,24,18
/content/Processed/35/00035_00037_00017.png,35,11,3
/content/Processed/35/00035_00026_00011.png,35,24,38
/content/Processed/35/00035_00010_00025.png,35,38,0
/content/Processed/35/00035_00022_00001.png,35,29,38
/content/Processed/35/00035_00025_00024.png,35,29,38
/content/Processed/35/00035_00016_00005.png,35,29,38
/content/Processed/35/00035_00033_00025.png,35,16,17
/content/Processed/35/00035_00022_00003.png,35,29,38
/content/Processed/35/00035_00032_00019.png,35,16,38
/content/Processed/35/00035_00004_00005.png,35,24,18
/content/Processed/35/00035_00018_00019.png,35,16,39
/content/Processed/35/00035_00002_00000.png,35,24,13
/content/Processed/35/00035_00038_00007.png,35,24,38
/content/Processed/35/00035_00039_00000.png,35,24,38
/content/Processed/35/00035_00035_00008.png,35,29,17
/content/Processed/35/00035_00020_00017.png,35,16,36
/content/Processed/35/00035_00001_00001.png,35,11,28
/content/Processed/35/00035_00007_00006.png,35,16,15
/content/Processed/35/00035_00016_00026.png,35,29,38
/content/Processed/35/00035_00028_00008.png,35,16,3
/content/Processed/35/00035_00027_00013.png,35,16,5
/content/Processed/35/00035_00024_00005.png,35,24,38
/content/Processed/35/00035_00028_00026.png,35,16,3
/content/Processed/35/00035_00037_00006.png,35,16,11
/content/Processed/35/00035_00025_00003.png,35,16,11
/content/Processed/35/00035_00034_00014.png,35,18,39
/content/Processed/35/00035_00025_00014.png,35,16,40
/content/Processed/35/00035_00030_00016.png,35,21,30
/content/Processed/35/00035_00025_00002.png,35,11,11
/content/Processed/35/00035_00039_00008.png,35,16,38
/content/Processed/35/00035_00014_00018.png,35,29,38
/content/Processed/35/00035_00037_00003.png,35,16,36
/content/Processed/35/00035_00029_00013.png,35,29,38
/content/Processed/35/00035_00032_00013.png,35,16,33
/content/Processed/35/00035_00013_00013.png,35,21,30
/content/Processed/35/00035_00031_00013.png,35,29,38
/content/Processed/35/00035_00028_00016.png,35,16,3
/content/Processed/35/00035_00007_00017.png,35,16,3
/content/Processed/35/00035_00039_00017.png,35,16,38
/content/Processed/35/00035_00031_00016.png,35,29,38
/content/Processed/35/00035_00011_00001.png,35,24,28
/content/Processed/35/00035_00000_00021.png,35,29,38
/content/Processed/35/00035_00015_00012.png,35,16,36
/content/Processed/35/00035_00011_00013.png,35,24,29
/content/Processed/35/00035_00016_00029.png,35,16,38
/content/Processed/35/00035_00027_00014.png,35,16,31
/content/Processed/35/00035_00028_00007.png,35,16,3
/content/Processed/35/00035_00031_00029.png,35,29,38
/content/Processed/35/00035_00032_00010.png,35,24,33
/content/Processed/35/00035_00006_00019.png,35,16,19
/content/Processed/35/00035_00025_00022.png,35,29,38
/content/Processed/35/00035_00023_00010.png,35,10,36
/content/Processed/35/00035_00036_00015.png,35,16,17
/content/Processed/35/00035_00019_00000.png,35,24,17
/content/Processed/35/00035_00039_00025.png,35,29,38
/content/Processed/35/00035_00023_00007.png,35,10,36
/content/Processed/35/00035_00013_00020.png,35,16,24
/content/Processed/35/00035_00023_00022.png,35,10,36
/content/Processed/35/00035_00025_00001.png,35,11,11
/content/Processed/35/00035_00005_00026.png,35,16,11
/content/Processed/35/00035_00021_00029.png,35,29,38
/content/Processed/35/00035_00008_00013.png,35,16,39
/content/Processed/35/00035_00021_00001.png,35,24,1
/content/Processed/35/00035_00010_00010.png,35,16,17
/content/Processed/35/00035_00023_00020.png,35,10,36
/content/Processed/35/00035_00023_00028.png,35,16,36
/content/Processed/35/00035_00017_00027.png,35,16,19
/content/Processed/35/00035_00035_00027.png,35,29,38
/content/Processed/35/00035_00006_00020.png,35,16,19
/content/Processed/35/00035_00036_00027.png,35,16,38
/content/Processed/35/00035_00032_00006.png,35,24,33
/content/Processed/35/00035_00021_00021.png,35,16,11
/content/Processed/35/00035_00035_00029.png,35,29,38
/content/Processed/35/00035_00003_00013.png,35,21,30
/content/Processed/35/00035_00037_00025.png,35,16,3
/content/Processed/35/00035_00011_00024.png,35,16,3
/content/Processed/35/00035_00035_00017.png,35,29,38
/content/Processed/35/00035_00033_00026.png,35,16,17
/content/Processed/35/00035_00034_00002.png,35,18,33
/content/Processed/35/00035_00026_00022.png,35,29,38
/content/Processed/35/00035_00000_00009.png,35,29,38
/content/Processed/35/00035_00029_00005.png,35,29,38
/content/Processed/35/00035_00034_00006.png,35,16,33
/content/Processed/35/00035_00039_00011.png,35,16,38
/content/Processed/35/00035_00023_00021.png,35,10,36
/content/Processed/35/00035_00023_00009.png,35,10,36
/content/Processed/35/00035_00016_00020.png,35,29,38
/content/Processed/35/00035_00034_00021.png,35,16,15
/content/Processed/35/00035_00002_00010.png,35,24,26
/content/Processed/35/00035_00014_00028.png,35,29,38
/content/Processed/35/00035_00001_00021.png,35,16,3
/content/Processed/35/00035_00015_00000.png,35,11,11
/content/Processed/35/00035_00011_00027.png,35,16,35
/content/Processed/35/00035_00020_00009.png,35,16,35
/content/Processed/35/00035_00002_00001.png,35,24,17
/content/Processed/35/00035_00024_00013.png,35,24,38
/content/Processed/35/00035_00019_00004.png,35,24,17
/content/Processed/35/00035_00033_00013.png,35,10,36
/content/Processed/35/00035_00009_00019.png,35,29,38
/content/Processed/35/00035_00032_00025.png,35,29,38
/content/Processed/35/00035_00009_00017.png,35,29,38
/content/Processed/35/00035_00029_00019.png,35,16,31
/content/Processed/35/00035_00028_00019.png,35,16,3
/content/Processed/35/00035_00036_00024.png,35,16,15
/content/Processed/35/00035_00035_00020.png,35,29,38
/content/Processed/35/00035_00023_00015.png,35,10,36
